is_retweet,retweet_retweet_count,retweet_screen_name,retweet_text,text
0,,,,@THEPIRATEF0X @iFOXYBOT Eso no sería... ¿Una boda temática?
0,,,,@SokoAnalyst And many boda riders are going to lose their hustle because of a small percentage of irrational people.
1,16,4septiembre2015,"""El último día que veo a mi hijo es el 23 de junio de 2016. Él con su mochila, sabiendo que se iba con el padre todo el verano y que cuando el padre le trajera iría a la boda de su mami y Fidel"". Que dolor, que dolor tan inmenso 💔 #APOYOROCÍO8M #8M  https://t.co/3eixgY1so2","RT @4septiembre2015: ""El último día que veo a mi hijo es el 23 de junio de 2016. Él con su mochila, sabiendo que se iba con el padre todo e…"
0,,,,Can't wait to go back home as my boda guy tells me news about Muhoozi's retirement
0,,,,@citizentvkenya All riders are not boda. Today our company employee was caught and not released. We have sent the logbook copy of motorcycle and his employee details. he is not being released.   You still see boda with 3 on and no safety on wrong side.
0,,,,Esa boda no me deja dormir😣🤪
1,73,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,109,Theo_mwangi,"Safeboda really tried to bring some sanity to the boda boda industry, I believe such products have a place in the Kenyan market","RT @Theo_mwangi: Safeboda really tried to bring some sanity to the boda boda industry, I believe such products have a place in the Kenyan m…"
1,75,citizentvkenya,I have ordered a crackdown on all boda boda operators starting in Nairobi and moving across the country -President Kenyatta https://t.co/c2ANNffLiy,RT @citizentvkenya: I have ordered a crackdown on all boda boda operators starting in Nairobi and moving across the country -President Keny…
0,,,,"@citizentvkenya Crackdown on all boda boda operators, why Mr president?"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
0,,,,"Waaache ujinga,boda boda niwasee wazuri,,,"
0,,,,@NagoreGomez En nuestra boda bb
1,6,itsPhelcia,"It's true that a lot of people, both men and women, have gone through some gruesome things in the hands of boda guys who are mostly men.

It is also true that in those instances, men have taken the opportunity to sexually harass and harm women, in ways they wouldn't hurt men.","RT @itsPhelcia: It's true that a lot of people, both men and women, have gone through some gruesome things in the hands of boda guys who ar…"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
0,,,,@ttf_boda 오버더에 드래곤이...나오나요?
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,52,Milele_FM,Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp,RT @Milele_FM: Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp
0,,,,I'm a boda guy and I don't do those things you people say we https://t.co/YoFmD7u9j3 just fuck off! People do crime not bodas.police officers kill innocent Kenyans each and every day and never heard crackdown on all police officers.laziness will kill these people. https://t.co/Azk1SWkTb2
1,810,wacuka_,this is what those boda guys deserve. https://t.co/s4U4HgMZIx,RT @wacuka_: this is what those boda guys deserve.
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,46,gabrieloguda,Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda crashes. Go take a look at the horrifying scenes at the A&amp;E section when those people are wheeled into casualty. You'll see what doctors are dealing with.,RT @gabrieloguda: Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda…
1,584,MuthoniMaryanne,"It's Kenyans vs rogue boda boda riders,
not men vs women. Stay focused, it's not time for gender wars.","RT @MuthoniMaryanne: It's Kenyans vs rogue boda boda riders,
not men vs women. Stay focused, it's not time for gender wars."
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,73,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,52,Milele_FM,Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp,RT @Milele_FM: Boda boda guy joins President Uhuru's convoy just after his speech today. https://t.co/Lzjfa6D1Rp
0,,,,@boda_kobosu 解離性障害にならんように気をつけような!!!!!!
0,,,,Y la boda pa cuando????  😍😍😍 https://t.co/0CPrZlc2OD
1,329,ntvkenya,President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv,RT @ntvkenya: President Uhuru orders crackdown on boda boda operators following Forest Road incident. https://t.co/KpbghTMICv
1,237,RodgersKipembe,"There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card in this whole issue is the surest way of departing from common sense.

Morning.","RT @RodgersKipembe: There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card…"
1,388,Wordslinger__,"Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I've met a proud Boda guy who had a son joining campus off the sweat of his bike, a Bajaj Boxer. In this tough economy, they keep kids in school and necessary","RT @Wordslinger__: Hear me out: banning Boda Boda is not a solution. Bodas help us navigate a clogged city, help put food on many tables. I…"
1,89,Harry_Potter_TM,"Tú también quieres tener una boda temática de Harry Potter, admítelo. https://t.co/Q0b5EcmKek","RT @Harry_Potter_TM: Tú también quieres tener una boda temática de Harry Potter, admítelo. https://t.co/Q0b5EcmKek"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
1,137,Yenyewe,Imagine living in a country where conventional wisdom says that you should flee if you ever have the misfortune of getting into an accident with a boda.,RT @Yenyewe: Imagine living in a country where conventional wisdom says that you should flee if you ever have the misfortune of getting int…
1,117,johnallannamu,Arresting and charging the boda boda riders involved in that horrifying incident is important and should happen. Harder but necessary will be to go deeper &amp; start to eliminate the culture that normalized mens preying on and brutalizing women. Both the barons and boda guys do this,RT @johnallannamu: Arresting and charging the boda boda riders involved in that horrifying incident is important and should happen. Harder…
1,951,mwalimu_dida,"Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membership.

Every bike must be;
1. Geotagged
2. Insured
3. Bear SACCO name and rider SACCO number.

A biker must display a passport pic with name in a tag.

REFORMS!","RT @mwalimu_dida: Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membersh…"
1,55,MigunaMiguna,"The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where some of the millions of youth struggling as Boda Boda riders will be GAINFULLY EMPLOYED. But despot Uhuru Kenyatta wants to ""regulate Boda Boda riders."" Bure!",RT @MigunaMiguna: The discussion at my diner table revolves around the urgent need for an EFFICIENT PUBLIC TRANSIT SYSTEM in Kenya where so…
0,,,,@JOEAYOR @flalesslstlred Oya o. In ur dm🤣🤣boda ayo
1,31,nyanjewanyanje,"One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn’t look at me again. I then sorted a petrol station guy who was helping me with managing the situation with 1k. Boda guys can be extremely foolish.","RT @nyanjewanyanje: One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn…"
1,237,RodgersKipembe,"There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card in this whole issue is the surest way of departing from common sense.

Morning.","RT @RodgersKipembe: There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card…"
1,108,citizentvkenya,"CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW","RT @citizentvkenya: CS Matiang'i Announces 'Painful' Crackdown On Boda Boda Riders
https://t.co/xnFiqZzw5r https://t.co/wmzPeNGBiW"
0,,,,@dambudao Plse stop this narrative that UDA brigade is starting to share positions.  No no no. Their interest is masilahi ya mama mboga na Boda Boda. They intent to hv one of them as a DP for inclusivity
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
0,,,,"This is the stupidity I was talking about. So, today police realized that the BodaBoda Guys were ridding on pavements. Now, Ksh.3,500,000 will be coughed today by these poor Boda Boda guys or risk wasting time in prison. https://t.co/ycrFZgph8I"
0,,,,At this stage many of us don't care. Get rid of all these boda boda because they can't have self regulation. I survived boda rage and won't defend a single one. https://t.co/wRYRU5SBch
1,25,Dreymwangi,Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r,RT @Dreymwangi: Sasa hakuna kupandisha hoes boda 6 am in the morning tena before neighbors waamke https://t.co/nVGxaCT78r
0,,,,"The Long awaited Easter weekend is fast approach

Wander  to the wild with your family and friends to Maasai Mara from as low as  Ksh 15400 per person sharing

𝐈𝐧𝐜𝐥𝐮𝐬𝐢𝐨𝐧
•Meals 
•Transport 
•Game drives 
•Professional Tour Guide 
•Accomodation

Eric Omondi Boda Boda https://t.co/kdPhKB2f2s"
1,263,gabrieloguda,"Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Milimani Law Courts just today. These guys will be forced to self-regulate or be run out of business.","RT @gabrieloguda: Boda Bodas are being fined 35,000 each for riding on pavements and for causing obstruction. Already 200 processed at Mili…"
0,,,,"@MunyaoPhilip No propaganda will twist the will of Matungulu people.  Dr Phillip will and he is the answer 

Boda Boda

Charles Keter

Eric Omondi

Nairobi CBD"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,145,Kimoha254,"Nduthi guyz are chaotic.. 
Forest road
boda
NTSA https://t.co/GKUktMsxvV","RT @Kimoha254: Nduthi guyz are chaotic.. 
Forest road
boda
NTSA https://t.co/GKUktMsxvV"
1,14,CisNyakundi,"If you want to know what Boda menace is, go to Kisii town. They convert every empty space into their stages. You are likely to die from a boda accident than anything. Someone once told me, the number of bodas in an place goes hand in hand with low levels of education.","RT @CisNyakundi: If you want to know what Boda menace is, go to Kisii town. They convert every empty space into their stages. You are likel…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
1,238,RodgersKipembe,"There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card in this whole issue is the surest way of departing from common sense.

Morning.","RT @RodgersKipembe: There is nothing like violence against women, every gender suffers from Rogue Boda Boda riders. Pulling a 'gender' card…"
0,,,,No!!?Some boda boda operators are very innocent and even weren’t aware about the incident yet they are arrested and fined heavily for nothing.
0,,,,"US Government bars Former Nairobi Governor Mike Mbuvi Sonko From setting foot in the U.S. 
.
.
.Boda Boda/Charles Keter/Githurai https://t.co/DO1WLC6GLy"
1,64,Asmali77,"Update: 32 arrested, 12 motorcycles siezed after assault on a female motorist by Boda gang.","RT @Asmali77: Update: 32 arrested, 12 motorcycles siezed after assault on a female motorist by Boda gang."
0,,,,"I agree with her, it's not just the boda boda riders, even the most influential men still feel the need to assert their masculinity over women, so no it's not because they were boda boda riders, it's because they are sick disgusting men!!"
1,46,gabrieloguda,Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda crashes. Go take a look at the horrifying scenes at the A&amp;E section when those people are wheeled into casualty. You'll see what doctors are dealing with.,RT @gabrieloguda: Every Level 5 Hospital in this country has a Ward dedicated for road traffic injuries and most of them are from Boda Boda…
1,18,lawrencekitema,It's the time to streamline the Boda Boda sector!,RT @lawrencekitema: It's the time to streamline the Boda Boda sector!
1,76,johnnjenga,"Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, then, after a few days, weeks, boda bodas will be back to their hooliganism until thy next horrible video come. Like hot tea, it will grow cold @FredMatiangi.","RT @johnnjenga: Knowing Kenya too well, the boda boda issue will be dealt with harshly like the Michuki safety-belt speed governor rules, t…"
1,31,Asmali77,"Excellent stuff. 

President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi and across the country.","RT @Asmali77: Excellent stuff. 

President Uhuru Kenyatta says he has ordered a crackdown on all boda boda operators starting from Nairobi…"
1,31,_fels1,"@NjooroMuriga Boda Boda riders have been rogue and always act in anarchy. They have been going that to everyone, regardless of gender, unless you have been living in a cave.","RT @_fels1: @NjooroMuriga Boda Boda riders have been rogue and always act in anarchy. They have been going that to everyone, regardless of…"
1,19,Asmali77,Hakuna jam Leo Nairobi bana. Kwani was it the Boda Boda riders that were causing all the traffic jams?,RT @Asmali77: Hakuna jam Leo Nairobi bana. Kwani was it the Boda Boda riders that were causing all the traffic jams?
0,,,,@anitalyyy Vivo en México y me apunto para la boda. ¡Genial primera cita! ❤️
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,12,AndresBloody,"Recuerdan que dije en San Valentín que haría la boda de @Silithur y @SrAmilcar1 pues como que me olvide jaja, así que aquí está, ya en marzo, ya se que no es la gran cosa pero espero les guste https://t.co/wsiwgezmcb","RT @AndresBloody: Recuerdan que dije en San Valentín que haría la boda de @Silithur y @SrAmilcar1 pues como que me olvide jaja, así que aqu…"
0,,,,"Partidos de Centro derecha, por favor dennos un candidato IDÓNEO para la alcaldía de Guayaquil, un LFC, no Socialcristiano y no LadrUNES, hombre o mujer serio, casado para que no tengamos que pagar entre todos la boda. Gracias"
1,775,NationBreaking,PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators will be registered https://t.co/HJu6t2DjDb,RT @NationBreaking: PRESIDENT KENYATTA orders crackdown on all boda boda operators in Nairobi and across the country; says all operators wi…
0,,,,"...and if there's nothing to snatch,  it's your boob's!  And they drive off! It's not about gender here,  it's about people being inhuman and lacking respect for women! .. Especially Boda Boda men!.."
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
1,470,ntvkenya,"UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements and causing obstruction. https://t.co/ku03mxADcw","RT @ntvkenya: UPDATE: About 200 boda boda riders have been fined KSh. 35,000 each, at Milimani Law Courts, for riding along the pavements a…"
0,,,,"Comienza operación boda de mi amiga en Italia. Eso es, buscar vestido, zapatos y saber qué hacer con mi pelo. ¿Recomendaciones?"
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/JCxNpRJIkK
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/zx9syrU04K
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/peGJrFUgqr
0,,,,LLink Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/7GQXG7JDTh
0,,,,@Siempre_Tommy Es boda puede ser que la patrocine una aseguradora...
1,712,NationBreaking,"POLICE HUNTING boda boda riders who sexually assaulted female motorist on Wangari Maathai Road, spokesman Bruno Shioso says. https://t.co/UOi5bZreaH","RT @NationBreaking: POLICE HUNTING boda boda riders who sexually assaulted female motorist on Wangari Maathai Road, spokesman Bruno Shioso…"
1,159,nyanjewanyanje,I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019. I quickly locked the car as I was carrying about 200k in cash in the car. The boda guys came fast pretending to want to mob me. I took the injured guy aside…,RT @nyanjewanyanje: I knocked down a boda guy in Nanyuki who jumped in front of my car while I was entering a petrol station at 7pm in 2019…
1,31,nyanjewanyanje,"One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn’t look at me again. I then sorted a petrol station guy who was helping me with managing the situation with 1k. Boda guys can be extremely foolish.","RT @nyanjewanyanje: One was telling me unajua tutachoma Hii gari, I lied to him “boss mwenye ameumia Ndio yule anaenda nimempea 20” he didn…"
0,,,,@Mosesokotholoo @adikabran @_fels1 How that situation turned from rogue boda bodas to gender issues am still not getting it
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/Uedxn8PJPk
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/Uedxn8PJPk
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/uiYALvXlWU
0,,,,"The new bodaboda rules should be named after the lady who was terrorised by the Boda guys.
Wakimwona kwa barabara wawe wakikimbia."
0,,,,Link Viral Video Of Boda Boda No Sensor &amp;#8211; Droppbuy https://t.co/b6B3FsbD2r
1,76,citizentvkenya,President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy3a,RT @citizentvkenya: President Kenyatta Orders Nationwide Crackdown On All Boda Boda Operators https://t.co/ra3yCkZM2u https://t.co/A1BkyQJy…
0,,,,"@KennethMKS @92d04307e4fd43e @RodgersKipembe @ocs_001 Those ""innocent"" boda bodas benefit when the bad ones gang up to harass other road users. That makes them complicit. By making any of them untouchable, they made all of them a target."
0,,,,"@TheStarKenya Is it a way of raising the gdp ya govt...!!! 35k fine mtu ya boda atoe wapi?
You will plunge this country in problems if you dont handle this boda issue with some care.."
0,,,,"Blog post on my second week in Uganda now available to read. Find out about boda-boda experience, opportunity to visit a local village and meet new people as well as discovering Global Radiology is a whole subject. https://t.co/NLXPobo8nu"
1,951,mwalimu_dida,"Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membership.

Every bike must be;
1. Geotagged
2. Insured
3. Bear SACCO name and rider SACCO number.

A biker must display a passport pic with name in a tag.

REFORMS!","RT @mwalimu_dida: Before being sold a Boda Boda bike, get
1. A driving license.
2. Certificate of good conduct.
3. Boda Boda SACCO membersh…"
1,422,_fels1,"Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today. They have never favored any gender in their unruliness. There is need to bring order in the sector, but we cannot treat diarrhea by stitching the anus.","RT @_fels1: Boda boda guys have always been rogue, irrational and acted in total disregard to the law. Uhuru seem to have known that today.…"
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,73,jumaf3,I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbike. They are riding other people's. Most motorbikes in Nairobi are owned by traffic cops that is why many will never spend a night behind walls.,RT @jumaf3: I know of a police officer who has 21 motorbikes in Nairobi... 99% of these hooligans on boda bodas don't own a single motorbik…
1,10,Mayuca02,"Este es un día para reivindicar derechos sociales y laborales de las mujeres, no para celebrar un cumpleaños, ni una boda, ni un nacimiento #AR8M https://t.co/zww6WLEHC2","RT @Mayuca02: Este es un día para reivindicar derechos sociales y laborales de las mujeres, no para celebrar un cumpleaños, ni una boda, ni…"
0,,,,"@BabaHensley I use delivery Boda bodas a lot. They are convenient and save me hours of travel time in a year. It’s a shame that the good ones are getting harassed because of the lazy, thoughtless way that our enforcement officers work. Pole bro. Hope it works out well in the end."
1,16,4septiembre2015,"""El último día que veo a mi hijo es el 23 de junio de 2016. Él con su mochila, sabiendo que se iba con el padre todo el verano y que cuando el padre le trajera iría a la boda de su mami y Fidel"". Que dolor, que dolor tan inmenso 💔 #APOYOROCÍO8M #8M  https://t.co/3eixgY1so2","RT @4septiembre2015: ""El último día que veo a mi hijo es el 23 de junio de 2016. Él con su mochila, sabiendo que se iba con el padre todo e…"
0,,,,Ross cagándola en su segunda boda es historia de la televisión
0,,,,Que ganas de estar en una boda a baile y baile
0,,,,"""📌 “Seguramente existen muchas razones para los divorcios, pero la principal es y será la boda.” - Jerry Lewis"""
1,152,kkioko010,"LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID number and photo displayed
6. wear reflector with sacco name
add your ideas to bring sanity in this sector.
Charles Keter Nairobi CBD Jayden Forest Road","RT @kkioko010: LETS CHANGE BODA BODA SECTOR
REQUIREMENTS
1. Licence
2. good conduct
3. insuarance cover 
4. sacco
5. name tags with ID numb…"
1,36,MweshThedon,"Barely a year ago when this police officers phone was snatched away the boda boda guys still haven't toe the line, until it escalated further to the incident at Forest Road. https://t.co/ziBj5y23AV","RT @MweshThedon: Barely a year ago when this police officers phone was snatched away the boda boda guys still haven't toe the line, until i…"
1,216,jumaf3,"If you want to lose both your car and your life, hit a Boda Boda gu &amp; then be ""nice"" and stop your car. Once an accident happens, drive on, very fast to the nearest police station... 99% the Boda guys are usually on the wrong anyway... So, go to the police and report. Don't stop.","RT @jumaf3: If you want to lose both your car and your life, hit a Boda Boda gu &amp; then be ""nice"" and stop your car. Once an accident happen…"
0,,,,La boda de Edward y Bella me hace llorar por billonesima vez😭 en la mia llorare desde que entro a la iglesia hasta que salga 🥺🥺
1,22,doginde,"Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector, especially Boda Boda, and our walls are now crumbling down. We sincerely hope that something drastic can be done to restore the Michuki rules.","RT @doginde: Wahenga walisema, Usipoziba ufa utajenga ukuta. It is so unfortunate that we have allowed indiscipline in the transport sector…"
1,303,drusila_livia,"¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era lícito?

Exacto, hoy por el #8M  vamos a hablar de las mujeres en la antigua Roma
[⬇️Dentro Hilo⬇️] https://t.co/G1NQ59S5sw","RT @drusila_livia: ¿Sabías que la mujer romana se hacía adulta a los 12 años? 

¿Que existían dos tipos de boda?

¿Y que el aborto era líci…"
0,,,,"Yailin y Anuel hablan de boda e hijos
https://t.co/ZBVi1LElG8"
1,500,SokoAnalyst,"A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike broke into three, he broke my rim, removed my bumper &amp; flew to hit the next moving car. He was hurt badly. I panicked. I came out of my car. 

#ThreadOnBodas","RT @SokoAnalyst: A month ago, a boda hit pedestrians and rammed into me as he was escaping. I stopped as he had hit me so hard, his bike br…"
0,,,,Nadie sabe de quién es la boda en la que cantará Alejandro Fernández https://t.co/n0IjbCavtS a través de @hispanopost
