account_id,account_type,account_age_days,followers_count,following_count,baseline_post_rate,network_cluster_id,risk_band,language_mix_ratio,home_county,primary_device,escalation_velocity,escalation_acceleration
8d90df7f-6a54-4e34-b7a9-9f64de89e086,Individual,540,2066,197,2.0572261895475004,56,Low,0.6106187875953987,Mombasa,Twitter for Android,0.0,0.0
33f01b64-c253-4b15-bbf9-8ef6c6a8e2f3,Individual,741,151,53,2.487965486921759,54,Medium,0.6959094476948927,Nairobi,Twitter for Android,0.0,0.0
b6b39c77-f5a1-4b0b-bb2b-e8ebcce6c719,Individual,2400,339,668,1.5223823610356746,68,Low,0.7306097246821639,Nairobi,Twitter for Android,0.0,0.0
df268439-5162-4136-b4ba-6393194d209c,Individual,916,151,114,2.887163201657985,81,Low,0.3378865795280868,Nakuru,Twitter for Android,0.0,0.0
3829a537-b235-4858-abfa-8686bb2da560,Government,208,168125,17,6.547076662786215,0,Low,0.4448456008435207,Nairobi,Twitter Web App,0.0,0.0
c9376050-75c6-4821-806e-50533d24144a,Individual,494,57,363,1.5846291230949325,62,Medium,0.9196572407481756,Nairobi,Twitter for Android,0.0,0.0
dae32fc5-ff09-4719-9f3b-c6c1167ced5e,Government,343,63481,42,5.95216178971367,0,Low,0.7809734050334972,Kilifi,Twitter Web App,0.0,0.0
c43d7792-8118-4950-8847-7ce2ef434d69,Individual,644,163,451,1.4704248155163047,9,High,0.9293781521958407,Nakuru,Twitter for Android,0.0,0.0
03098bf8-6712-493f-b4b5-f9cce903bb8d,Individual,2372,194,496,1.2974390757344032,48,Low,0.25157476119893746,Nairobi,Twitter for Android,0.0,0.0
7e6db269-9f55-4c5f-8cf4-08f12ff8c028,Bot,724,104,1496,42.13923721539394,16,High,0.43686933949919643,Kiambu,Twitter for Android,23.143,0.0
12d30d75-e7ea-454e-afa5-cb2ebe0b76fc,Individual,3400,27,119,2.441032401854992,76,Low,0.6358166115237126,Nairobi,Twitter for Android,0.0,0.0
4f6f8146-53f1-4cbc-9d23-f6f6049aeba8,Individual,1015,218,524,2.7563822666989166,83,Low,0.7016617502696598,Kiambu,Twitter for Android,0.0,0.0
748a3868-fa1f-4373-86ae-9ba4c73d17eb,Individual,360,268,218,2.8751549176270124,83,Low,0.4122590820893734,Turkana,Twitter for Android,0.0,0.0
c92e62ef-1ac5-40b8-a918-080f1a5cefc6,Individual,254,2458,121,2.3809363235942,61,Low,0.4992955956573906,Nakuru,Twitter for Android,0.0,0.0
83d7d9c5-977a-41ab-bdb4-3046fb28cb72,Individual,44,17,2369,2.7192604568957495,1,Critical,0.38716580069991186,Nairobi,Twitter for Android,2.429,0.0
20811d82-cd3e-4a54-b57c-1207a0ebcb1e,Individual,703,210,494,2.5546501482258908,27,Medium,0.36271500623702013,Meru,Twitter for Android,0.0,0.0
2ce2228a-5c7a-4f51-b377-83ba4f92a56e,Individual,343,2279,250,2.8681214434596467,31,Low,0.3904354900625388,Kiambu,Twitter for Android,0.0,0.0
2cb1dd26-418c-4294-ab51-510261f0d61b,Individual,403,256,401,1.6716516049853156,81,Low,0.7233095774137626,Nakuru,Twitter for Android,0.0,0.0
12ca2d9b-dce2-4bc2-9943-a405d5326a80,Individual,2391,46,173,2.671497820473651,24,Low,0.5396682090640951,Nairobi,Twitter for Android,0.0,0.0
fa1b320f-27b8-4b11-a11d-001b6dcb7a44,Bot,2544,37,1295,37.829947559384685,9,Low,0.8796031530051215,Kiambu,Sprout Social,0.0,0.0
ccd8237b-4668-451e-895b-6b9adac8ef22,Organization,34,7252,313,2.1095247319245307,17,Low,0.9551787251494306,Nairobi,Twitter Web App,0.0,0.0
f3ab8736-4db5-471a-a63c-4324950ce9f5,Bot,60,183,1973,37.92646856078981,5,High,0.25048190521251795,Nakuru,Sprout Social,9.0,0.0
f679d27c-b74c-4ba1-bd76-cd073dc83bbc,Individual,130,169,107,2.8318212083850334,67,Low,0.5900401844698371,Mombasa,Twitter for iPhone,0.0,0.0
6b5483bb-49b3-4809-a2cb-eae69e21b9de,Organization,119,5068,301,2.523563426524086,99,Low,0.28453978344303515,Kisii,Twitter for iPhone,0.0,0.0
8e3ca0ad-6b03-4d63-b0bb-e44d432fda8a,Individual,43,595,545,2.9992941832153264,58,Low,0.49197242548432113,Nairobi,Twitter for iPad,0.0,0.0
7e67b984-05e9-4085-91a6-4f7ea98d9396,Individual,1384,252,81,0.8228985378787375,16,Medium,0.42986855130629364,Nairobi,Twitter for Android,0.0,0.0
929c7098-0d21-4e8e-a188-1ec7d15bc3f8,Individual,703,116,297,2.178932988981999,56,Low,0.7154924002154065,Kakamega,Twitter for Android,0.0,0.0
d01de59a-b9f7-463b-9dee-10dfe9b8a71b,Organization,587,22619,207,1.536060913802563,41,Low,0.41668366033896753,Nyeri,Twitter Media Studio,0.0,0.0
29ce290a-f8db-4f4b-82f6-92e53a9e2895,Bot,175,7,127,24.02350235226388,11,High,0.8809620529982596,Machakos,Hootsuite,9.357,0.0
4eaf0d68-11f1-4207-b15b-f17b3c59dadf,Bot,313,36,1588,25.861711292850806,4,High,0.37647466416318387,Nairobi,Twitter Web App,12.357,0.0
26c56597-2ac8-4c2a-9af1-ca866d0f56be,Bot,2857,33,724,35.33603417266903,15,High,0.42197841522733176,Nairobi,Twitter for Android,4.5,0.0
8eebb867-5bb3-4f4e-b904-cebcd8f6b7f4,Individual,310,98,378,2.168894346302568,95,Low,0.7508246581381912,Nairobi,Twitter for Android,0.0,0.0
e80b3a69-19f1-4c56-9ca1-4924c3b0c349,Individual,68,122,362,1.0158342960144813,76,Low,0.10303112421893607,Bomet,Twitter for Android,0.0,0.0
d28028fd-65f5-4b69-a27b-c6dc3b412a4d,Individual,1173,425,200,2.6839465602669432,44,Low,0.5620846841796776,Narok,Twitter for Android,0.0,0.0
be4e3821-1a44-40ab-ab91-09dc34795326,Individual,1007,289,237,1.426180256978455,55,Low,0.7322389655382124,Nairobi,Twitter for Android,0.0,0.0
1eb157b3-53c1-494b-ae3b-3d2b4c948eab,Individual,1005,3134,718,1.7791936052891653,84,Low,0.582404770536907,Nairobi,Twitter for Android,0.0,0.0
e13033a1-e740-418f-a0ff-e44b6606ee06,Individual,203,96,189,0.5501779944443159,19,Medium,0.30471323551902035,Kilifi,Twitter for Android,0.0,0.0
9e4aaa13-1aab-4a44-b2dc-106226242941,Individual,1615,79,2180,2.4729280965183458,26,Low,0.635512264275899,Nairobi,Twitter for Android,0.0,0.0
b8bfe64c-5322-4bc0-863f-deeceee96e0f,Individual,999,110,142,1.2094397644968111,100,Low,0.3112182967384508,Nairobi,Twitter for Android,0.0,0.0
a589c153-ca1c-42c9-882e-43848736de50,Individual,3144,7073,99,0.7544561815510094,33,Low,0.722902114946546,Nairobi,Twitter for Android,0.0,0.0
c2f6465c-556c-460b-8ae8-ff94955f66b1,Individual,245,194,423,1.5259920674741538,37,Low,0.36971196161493947,Kiambu,Twitter for Android,0.0,0.0
4984926d-6b3c-493c-b1e1-1fa63f978150,Individual,1465,103,226,0.9272189684751646,97,Low,0.6126747882401022,Mombasa,Twitter for Android,0.0,0.0
600e3335-3fad-4be3-87a6-15c761ddfe4b,Individual,240,1245,207,1.3091980910106091,47,Low,0.88571265575364,Nakuru,Twitter for Android,0.0,0.0
dc4b0479-5919-4beb-9ec8-8e703be329bb,Individual,689,433,764,0.8859067881855058,39,Medium,0.24448429480281875,Nairobi,Twitter for Android,0.0,0.0
6e816af0-26c1-442b-9988-cd7743b2295b,Individual,106,433,1103,1.1366016369094096,71,Low,0.29556620242658993,Kisumu,Twitter for Android,0.0,0.0
d5427eac-c563-4664-bdd3-284a300cb2c9,Bot,388,21,1866,43.22477631150917,8,High,0.6625628461111761,Nairobi,Twitter Web App,1.643,0.0
a84c2366-c577-4d6c-a5ee-5d7332b5be92,Bot,146,3,1508,32.978924527196476,8,Low,0.31878636186061754,Nairobi,Hootsuite,0.0,0.0
8eae53c2-ec23-425d-aad6-c99ad509697c,Individual,131,217,598,2.1629930517405,42,Medium,0.2781112196386557,Nairobi,Twitter for Android,0.0,0.0
f803dc67-3ea2-42ab-b618-0abf113a4e89,Bot,1239,28,816,28.507191426784257,18,Low,0.4309354008538103,Kiambu,Hootsuite,0.0,0.0
168be169-869d-44aa-ba36-fb921eb84094,Individual,1678,4987,924,2.7661802774113675,75,Low,0.25056454882464435,Bungoma,Twitter for Android,0.0,0.0
e0bcaee0-e883-4add-9b4f-605a04564f8b,Bot,1154,48,1113,45.75570332203831,8,High,0.7604261563040561,Kajiado,Sprout Social,5.214,0.0
4a72ecbd-a888-498e-a4ab-a03b22444660,Bot,995,1,1182,40.49834742962762,8,High,0.18919421426857091,Nairobi,Twitter Web App,20.5,0.0
7b9ee5fa-a53a-4263-84b2-4a2f5a672dec,Bot,1368,6,854,41.89181463118214,11,High,0.2770420772086169,Kakamega,Twitter Web App,0.0,0.0
a2ac0db6-dbd7-4a11-9ea5-9c221e2f728b,Individual,749,101,609,1.1294976472673819,40,Low,0.9539058572044876,Nairobi,Twitter for Android,0.0,0.0
8411b73b-8a3f-47ba-8eff-e3aafb1c0ceb,Individual,2149,3804,533,1.764721697211165,80,Low,0.24720602357960883,Nairobi,Twitter for Android,0.0,0.0
95473e81-9a3e-4dd1-a2c1-dde930e66d49,Organization,1867,16743,356,1.6101561716570454,85,Low,0.5728862330760867,Garissa,Twitter Media Studio,0.0,0.0
4b9ce048-cd9e-4cd0-b884-b24db65be880,Bot,1989,129,956,14.52952183363021,1,High,0.3310097468653145,Garissa,Sprout Social,9.846,0.0
d7f9687f-12ba-445d-8c34-0a40fb8aa4cb,Bot,42,20,1625,10.185280920184114,18,Low,0.6820909633163098,Machakos,Twitter for Android,0.0,0.0
c53716f7-919c-4760-9d4e-44e6875cfcf9,Individual,311,2711,177,1.6305448522245178,45,Low,0.7799668155571725,Nairobi,Twitter for Android,0.0,0.0
c8b56e49-e193-4fca-ae6a-f8b1cdf2ecb3,Bot,504,27,1838,24.495755964665324,20,Low,0.599859729700445,Kiambu,Hootsuite,0.0,0.0
6618f249-83f6-416d-9f38-3bd96f41b7d9,Individual,144,121,342,2.9921856296148683,95,Low,0.8150163141952667,Nakuru,Twitter for iPad,0.0,0.0
4cdb5622-1eac-4da5-b0d6-ec8ec63b1130,Individual,172,339,471,0.9767193016591664,44,Low,0.6054145323009311,Nairobi,Twitter for Android,0.0,0.0
7129740b-4f88-486e-8107-b3fdcc46a962,Individual,1091,3238,28,1.6019068673455703,64,Low,0.9583629317434741,Nairobi,Twitter for iPhone,0.0,0.0
b4f9135d-1728-4019-abfb-4f96dc068d5b,Government,1445,51540,13,5.863997259434095,0,Low,0.43390585547484384,Nairobi,Twitter Media Studio,0.0,0.0
5a45a365-78c4-456b-8abe-a676fd36d34f,Bot,184,13,1376,10.788421510174565,1,High,0.7838597463441715,Garissa,Twitter for Android,0.071,0.0
a583c248-6172-401c-9e40-43448610ce18,Bot,199,5,562,38.89067727422636,5,High,0.6571155670402045,Mombasa,Twitter Web App,10.786,0.0
73c4a812-3790-497f-8531-d8b4203b9e65,Individual,168,2296,730,0.53250480877684,38,Low,0.3793175605085,Nairobi,Twitter for Android,0.0,0.0
6bdfd9db-0fbf-495c-9808-a3b3f557beb8,Bot,1630,85,749,20.3769373372517,4,Low,0.5918647981203554,Kiambu,Sprout Social,0.0,0.0
1777b240-d756-4d11-933a-1b106654633a,Individual,385,1001,50,1.2361643988547941,59,Low,0.8241485057061791,Uasin Gishu,Twitter for iPhone,0.0,0.0
de3dfce5-3276-4236-b52a-78b96a0875aa,Individual,488,734,452,1.5630337611730836,49,Medium,0.47123158731501785,Nakuru,Twitter for Android,0.0,0.0
94279dc4-1c06-4f46-99be-57eb80370970,Bot,218,7,1686,49.37608722814208,12,Low,0.21457124372332648,Kiambu,Sprout Social,0.0,0.0
bd6700d3-139a-4148-90e8-4a995a2085ae,Individual,1794,125,490,1.185138051718015,93,Low,0.17072989709100467,Kajiado,Twitter for Android,0.0,0.0
1e086a2d-864a-43fb-b3b4-ddbb768f7a28,Individual,9,819,521,2.0012921510841335,57,Low,0.9317076466765285,Kajiado,Twitter for Android,0.0,0.0
c6d5f0e1-89ff-4897-b608-22e88806d4d8,Individual,36,59,676,0.7069966698128162,5,High,0.47328727063040676,Nakuru,Twitter for Android,0.0,0.0
02594efd-8089-4990-939e-d3311e32f5a6,Individual,321,48,152,1.916011600742243,86,Low,0.5895762347147911,Nyeri,Twitter for Android,0.0,0.0
13ba9abc-0cb1-4492-ace5-601775a8e707,Individual,177,532,226,1.740915618003091,68,Low,0.33480933233540566,Mombasa,Twitter for Android,0.0,0.0
b8b2f033-ea0c-4902-a332-21b5bcfbc8fe,Individual,58,140,389,2.2210059910693403,74,Medium,0.6516013768409792,Nairobi,Twitter for Android,0.0,0.0
27661c34-099e-47ad-86c5-64cd2d4bf265,Individual,867,173,751,1.402434742350067,44,Low,0.18219673157795796,Meru,Twitter for Android,0.0,0.0
d5ed66ef-e525-4b63-b657-c8df237a793e,Individual,570,1023,590,2.5164028696536245,77,Medium,0.4636060146171436,Nairobi,Twitter for Android,0.0,0.0
b93a9989-17cf-4768-a9b3-c46b51eb3a0f,Individual,491,803,619,0.9514383628183338,41,Low,0.7574203778686489,Nakuru,Twitter for Android,0.0,0.0
42e9480c-002e-4c63-b0dd-1d1df02d4be8,Individual,2587,1958,387,2.6551066274732835,39,Low,0.45895638362259955,Nairobi,Twitter for Android,0.0,0.0
950df115-d75b-4a84-bdbd-45ea4f21bc20,Individual,663,186,261,0.6923830040730229,78,Low,0.25122527674051304,Murang'a,Twitter for Android,0.0,0.0
d5564a4e-1fa5-4509-ba1a-b73200e8ac3e,Bot,277,38,1602,22.7501001172828,8,High,0.2713118196148227,Nairobi,Twitter for Android,6.929,0.0
c97e38ae-5ea0-40ac-a3cc-8c1720463938,Individual,19,1532,438,2.8476692462822406,3,High,0.7611848246324079,Nairobi,Twitter for Android,0.333,0.0
be15203a-1632-4963-9997-25d8e9e2ae10,Individual,721,3340,258,1.5533925056926754,9,High,0.7859115771042451,Kiambu,Twitter for Android,0.214,0.0
f26fe5f6-c0fb-48f1-9874-b8e977409195,Bot,248,17,543,11.683727585454475,6,High,0.45025775741885404,Nairobi,Twitter for Android,0.0,0.0
70b0ed36-ec44-49e0-9dfe-e00fa1439cb2,Individual,831,573,1079,2.8618300557285257,17,Low,0.3886486117022002,Uasin Gishu,Twitter for iPad,0.0,0.0
fc34d2f3-0ade-4aa1-80ca-36196c143a31,Individual,2088,2323,2040,1.7817212775412714,12,Low,0.47567331838718035,Mombasa,Twitter for Android,0.0,0.0
45e9ee79-7e15-4e08-9df3-3adfc6cd2de1,Government,1104,36462,48,7.302715309780554,0,Low,0.25531016356629643,Garissa,Twitter Web App,0.0,0.0
4592ddb6-a63b-49b2-aa84-a94a43c8ba08,Individual,122,171,232,1.0595440370565576,19,Low,0.36484770044934745,Nairobi,Twitter for Android,0.0,0.0
ada5db5f-ae3c-4740-be9d-4fd3b2957bf4,Individual,1533,5965,218,2.721870199672443,83,Medium,0.3705009870594558,Nairobi,Twitter for Android,0.0,0.0
7eff93de-80bc-44f9-aae5-f7f8e8abfab5,Individual,585,666,338,1.431721292530785,64,Low,0.33923695656938346,Machakos,Twitter for Android,0.0,0.0
a4b8f90f-7a69-412f-a4d2-e6965e14a21b,Individual,182,5954,240,2.628017285121922,67,Low,0.20779684640304963,Kiambu,Twitter for Android,0.0,0.0
1aa781a8-3e2a-411a-ac16-9985831f6edd,Individual,313,181,797,1.1675706754235533,23,Medium,0.6778375360386982,Nairobi,Twitter for Android,0.0,0.0
861d9815-ee9d-4ec2-b479-30cd29a27c95,Individual,1475,2128,916,2.243678654173209,21,Low,0.36672353745114983,Nairobi,Twitter for iPhone,0.0,0.0
72fd56d3-e326-4a0d-af64-c81b0d62a4b3,Individual,1554,1067,341,1.3377971356478549,99,Low,0.45977657572951425,Nairobi,Twitter for Android,0.0,0.0
78b94b48-9abb-4599-b69b-2b2147ec4e67,Bot,517,0,645,34.67707673502969,8,High,0.7263549146941007,Kilifi,Twitter for Android,1.286,0.0
9c9f2d8c-fff6-4317-aa2e-0e5368b78184,Individual,567,1235,296,2.40256975625507,80,Low,0.5596799232322657,Nairobi,Twitter for Android,0.0,0.0
a4decccc-85a7-4760-98b2-a54bc90e2d10,Individual,1963,613,258,1.2524089173670405,32,Low,0.5113546597071191,Kiambu,Twitter for Android,0.0,0.0
7b1fed66-2818-41ee-89ef-03f88e16f228,Individual,709,141,230,2.3956579898225563,70,Low,0.32308742373747784,Uasin Gishu,Twitter for Android,0.0,0.0
8712d0d6-154f-42f3-8425-1e3ec6cd9056,Individual,432,365,94,0.909059552979173,87,Low,0.19432077903666412,Mombasa,Twitter for Android,0.0,0.0
e43216fc-ee76-4ee3-975a-a47110299cae,Individual,776,288,128,2.859039800418997,10,High,0.8947065922478445,Kiambu,Twitter for Android,3.9,0.0
ab176afc-b9eb-4e16-85c3-912f1728f2db,Government,3018,146956,11,3.2786282241505,0,Low,0.7323283931346393,Kajiado,Twitter for iPhone,0.0,0.0
27d88209-a1e8-4761-ba3b-073ab71abc63,Bot,468,172,452,44.744926718224434,15,Low,0.6315249392359987,Bungoma,Twitter for Android,0.0,0.0
5215ccbb-9f3d-4a1e-a2dd-d4857060cdd3,Government,719,93686,6,2.1951570769475115,0,Low,0.4119682756141326,Nakuru,Twitter Web App,0.0,0.0
28a0a931-c0a0-4a51-bef1-48edf9c954a7,Government,92,87114,21,3.2031483602020203,0,Low,0.3207234490430662,Nairobi,Twitter Web App,0.0,0.0
82cecf6a-02fd-47fa-b10b-36a1be949c5d,Individual,1167,145,258,0.5290513497702516,24,Medium,0.16314473411980232,Nairobi,Twitter for Android,0.0,0.0
13ff6822-bc72-47d5-8729-abf09baef7be,Individual,252,10,885,2.4496274722333746,62,Medium,0.7639424811726677,Kiambu,Twitter for Android,0.286,0.0
5d1a2256-a1b8-4c00-9c47-9d4622ad76df,Individual,3152,375,401,2.0453893357952975,43,Low,0.29113331633176237,Kericho,Twitter for Android,0.0,0.0
85ee95e9-167b-4113-8d0a-1f5017bdf741,Individual,533,420,315,0.5830077719784164,80,Low,0.5785055067536863,Nairobi,Twitter for Android,0.0,0.0
a5c66fcf-640a-4160-b219-dda5f6ded15d,Individual,854,264,227,0.9187064556476744,17,Low,0.3747949740642493,Kiambu,Twitter for Android,0.0,0.0
67d520a0-7300-44eb-a41e-ade8c9c51e53,Bot,2010,2,1128,38.36242077803666,20,High,0.504616405159122,Machakos,Twitter for Android,22.214,0.0
5dcd5e7b-add4-45c3-8211-1aca6a9b1671,Individual,1232,1046,1506,1.6307957112957503,12,Low,0.27653186918162,Nairobi,Twitter for Android,0.0,0.0
1e207a05-d305-429b-a98b-6ee020dd2513,Individual,46,542,210,2.6794589164805043,26,Low,0.31426159510308443,Nairobi,Twitter for Android,0.0,0.0
66aa0115-f79f-450c-8906-1f22a028c23e,Individual,504,170,2270,1.0711368533282468,45,Low,0.5722316637432127,Mombasa,Twitter for Android,0.0,0.0
f0d1e2ea-df0c-425f-a6e7-d6bbfa4fd087,Individual,833,483,311,2.6706812635209514,60,Low,0.21569291773160576,Kiambu,Twitter for Android,0.0,0.0
de689983-0621-4ecd-bdb5-512bb6ea7ec4,Bot,339,219,176,44.681259844897944,14,Low,0.48501733115617296,Nairobi,Sprout Social,0.0,0.0
b01372c2-ad3c-4e98-b25d-109769c831d4,Bot,1509,115,901,21.073111889402064,19,Low,0.20631514498053227,Kiambu,Hootsuite,0.0,0.0
84fc6e67-2229-4613-9d32-2a432c27ed74,Bot,103,62,1827,17.18732435480968,12,Low,0.717931674588518,Nairobi,Hootsuite,0.0,0.0
03af5f83-dbe8-4977-a7c5-31f5e1366367,Individual,1494,2342,872,1.3980834234994142,52,Medium,0.6745630565501239,Bomet,Twitter for Android,0.0,0.0
d1809ac4-49d4-4a0e-897b-3b4fa10360ad,Individual,781,2125,198,0.8271841517958746,40,Medium,0.40491300159082055,Mombasa,Twitter for Android,0.0,0.0
edacf9df-557f-46b6-b7eb-0cb39667a79b,Bot,136,36,740,43.15533463530438,5,High,0.23314944796082224,Mombasa,Twitter Web App,0.0,0.0
6350e797-51bc-4bec-894c-2c9bac97bd6c,Individual,134,1437,1369,1.6865771893745347,86,Low,0.49156886110932546,Nairobi,Twitter for Android,0.0,0.0
9879ffc5-5273-48ff-8ecf-36dc9956cd7d,Individual,169,247,232,0.6427171402232872,69,Low,0.616926645661826,Nairobi,Twitter for Android,0.0,0.0
410c9fe7-681b-41f6-bbfa-3b705533d9df,Individual,440,303,631,1.768087021720981,44,Low,0.5938802935896661,Uasin Gishu,Twitter for Android,0.0,0.0
4dfb542f-dc57-48fd-8171-0ea30a1ae7e7,Bot,490,54,365,11.198943594907117,11,High,0.8446053483816609,Nakuru,Hootsuite,0.0,0.0
2da656ac-16ee-4ce3-9b6c-0891d5a20a98,Bot,2558,4,1377,27.750008772182845,8,Low,0.4218150752294905,Nakuru,Sprout Social,0.0,0.0
bf9702b4-2160-4569-9318-6330eea5a435,Government,2113,58053,30,7.213429906872309,0,Low,0.6218567532396033,Mombasa,Twitter Media Studio,0.0,0.0
091d2f18-f45f-406c-b609-8a72ce164de4,Bot,786,25,1337,14.263721212319629,10,High,0.7010136761052718,Kisii,Twitter Web App,2.286,0.0
c16a6827-4268-4826-86ee-04e0cddb2ae4,Individual,1114,660,2025,2.69628890325337,18,Low,0.3843168787867942,Nairobi,Twitter for iPad,0.0,0.0
98f01df3-6bc5-4f0e-a693-444a81cfe66e,Individual,1049,63,299,2.544585540437554,34,Low,0.7405845424828892,Nairobi,Twitter for Android,0.0,0.0
8feafd7d-44db-4c75-8e9f-635c8eaeeb28,Individual,334,412,1987,1.4713952531758643,85,Low,0.45030643165923867,Mombasa,Twitter for Android,0.0,0.0
31f8a0d1-764f-4f7d-a0ba-b1ad82b5bdfd,Individual,56,55,2083,2.0487258650240365,70,Medium,0.5043210536048017,Nakuru,Twitter for Android,0.0,0.0
665423dd-252b-47f1-95c7-639e81366f1e,Individual,477,247,100,1.9504309230683308,5,High,0.07069421008257308,Nakuru,Twitter for Android,0.0,0.0
