date,county_id,county_name,contamination_index,cholera_cases,health_facility_capacity,road_accessibility_score,security_incident_rate,health_worker_obstruction,displaced_population,displacement_direction_county_id,market_activity_index,food_price_index,misinformation_signal
2024-03-01,17,Nyandarua,0.1705,1,0.6775,0.7162,0,0.0,0,17,0.5541,1.0091,0.1159
2024-03-01,18,Nyeri,0.194,2,0.6348,0.6365,2,0.0,0,18,0.596,0.9991,0.0772
2024-03-01,19,Kirinyaga,0.2068,1,0.4801,0.6663,0,0.0,0,19,0.6062,0.9939,0.1026
2024-03-01,20,Murang'a,0.2747,0,0.4421,0.6908,0,0.0,0,20,0.4826,1.0172,0.0859
2024-03-01,21,Kiambu,0.174,1,0.8537,0.6769,0,0.0,0,21,0.929,0.973,0.0755
2024-03-01,22,Turkana,0.5511,3,0.6489,0.2117,0,0.0,0,22,0.5451,1.0453,0.0715
2024-03-01,23,West Pokot,0.3735,4,0.6808,0.3129,2,0.0,0,23,0.4635,0.9935,0.1092
2024-03-01,24,Samburu,0.95,514,0.6672,0.3587,1,0.0,0,24,0.6057,0.9816,0.0574
2024-03-01,25,Trans-Nzoia,0.1882,3,0.624,0.6025,0,0.0,0,25,0.731,0.9741,0.1031
2024-03-01,26,Uasin Gishu,0.1684,0,0.7359,0.7998,0,0.0,0,26,0.9186,0.9696,0.0977
2024-03-01,27,Elgeyo Marakwet,0.3733,1,0.5502,0.5088,0,0.0,0,27,0.4542,0.973,0.0878
2024-03-01,28,Nandi,0.6044,1511,0.5519,0.6589,0,0.0,0,28,0.6243,0.97,0.0915
2024-03-01,29,Baringo,0.4614,4,0.4393,0.3448,0,0.0,0,29,0.7283,0.9898,0.0689
2024-03-01,30,Laikipia,0.3443,2,0.6867,0.5073,1,0.0,0,30,0.7274,0.9525,0.0834
2024-03-01,31,Nakuru,0.1519,0,0.7281,0.7548,2,0.0,0,31,0.9416,1.0096,0.1004
2024-03-01,32,Narok,0.3435,1,0.6354,0.4036,2,0.0,0,32,0.4827,1.0329,0.0433
2024-03-01,33,Kajiado,0.3205,0,0.5818,0.6235,1,0.0,0,33,0.6309,0.9913,0.0626
2024-03-01,34,Kericho,0.213,4,0.6602,0.7108,2,0.0,0,34,0.5244,0.9737,0.1017
2024-03-01,35,Bomet,0.1897,1,0.42,0.6689,0,0.0,0,35,0.4939,1.0325,0.0344
2024-03-01,36,Kakamega,0.33,2,0.4497,0.5769,0,0.0,0,36,0.4961,0.9615,0.0255
2024-03-01,37,Vihiga,0.2393,4,0.416,0.5982,0,0.0,0,37,0.6542,0.9894,0.0705
2024-03-01,38,Bungoma,0.34,1,0.6553,0.5087,0,0.0,0,38,0.5044,0.9737,0.0771
2024-03-01,39,Busia,0.3666,0,0.4148,0.4247,2,0.0,0,39,0.6071,0.9602,0.0252
2024-03-01,40,Siaya,0.4176,1,0.4297,0.5887,2,0.0,0,40,0.7208,1.048,0.0979
2024-03-01,41,Kisumu,0.2649,4,0.8558,0.6836,2,0.0,0,41,0.834,1.0014,0.0663
2024-03-01,42,Homa Bay,0.3401,0,0.5919,0.4333,1,0.0,0,42,0.4919,0.9978,0.0433
2024-03-01,43,Migori,0.3235,1,0.5099,0.4655,0,0.0,0,43,0.5638,1.0186,0.1149
2024-03-01,44,Kisii,0.3466,2,0.5443,0.5657,1,0.0,0,44,0.6106,1.0349,0.1004
2024-03-01,45,Nyamira,0.2995,2,0.5899,0.5376,2,0.0,0,45,0.6705,0.9702,0.1061
2024-03-01,46,Nairobi,0.0829,2,0.8229,0.6738,2,0.0,0,46,0.8814,0.9584,0.0337
2024-03-02,0,Mombasa,0.2224,1,0.8392,0.8658,1,0.0112,0,0,0.8235,0.9772,0.0347
2024-03-02,1,Kwale,0.53,3,0.5969,0.4053,0,0.0015,0,1,0.5677,1.0548,0.1132
2024-03-02,2,Kilifi,0.3287,4,0.545,0.3703,2,0.0259,0,2,0.5013,1.027,0.1348
2024-03-02,3,Tana River,0.4499,5,0.515,0.2959,2,0.0252,0,3,0.5084,0.9708,0.0464
2024-03-02,4,Lamu,0.3798,3,0.5384,0.5784,0,0.0006,0,4,0.6711,0.9882,0.0844
2024-03-02,5,Taita-Taveta,0.3001,4,0.4965,0.5954,0,0.0033,0,5,0.492,0.9781,0.1258
2024-03-02,6,Garissa,0.956,667,0.6095,0.2716,2,0.0141,948,14,0.5989,1.0178,0.0456
2024-03-02,7,Wajir,0.5961,4,0.5435,0.2388,3,0.0314,0,7,0.6928,1.0191,0.0887
2024-03-02,8,Mandera,0.5009,4,0.4164,0.1857,0,0.0006,0,8,0.5267,0.999,0.0556
2024-03-02,9,Marsabit,0.4322,2,0.4841,0.1669,1,0.0144,0,9,0.6527,1.0132,0.0993
2024-03-02,10,Isiolo,0.473,5,0.6485,0.2691,3,0.0269,0,10,0.4665,0.9683,0.1146
2024-03-02,11,Meru,0.2315,0,0.5601,0.5892,2,0.012,0,11,0.6609,1.0036,0.0415
2024-03-02,12,Tharaka-Nithi,0.2828,4,0.5156,0.5279,0,0.0032,0,12,0.4948,1.0574,0.125
2024-03-02,13,Embu,0.2388,5,0.6998,0.6916,2,0.0186,0,13,0.6693,1.0008,0.0149
2024-03-02,14,Kitui,0.5404,3,0.5395,0.3315,3,0.026,0,14,0.5526,1.0179,0.1259
2024-03-02,15,Machakos,0.3298,0,0.6228,0.5923,1,0.0079,0,15,0.6426,1.0154,0.0539
2024-03-02,16,Makueni,0.3626,3,0.4205,0.4596,1,0.011,0,16,0.5534,0.9737,0.1084
2024-03-02,17,Nyandarua,0.177,2,0.6876,0.7219,0,0.008,0,17,0.5574,1.0166,0.1314
2024-03-02,18,Nyeri,0.1804,3,0.6413,0.6449,3,0.0321,0,18,0.6017,1.0091,0.0835
2024-03-02,19,Kirinyaga,0.207,1,0.4914,0.6722,5,0.051,0,19,0.6117,1.004,0.1719
2024-03-02,20,Murang'a,0.2714,0,0.4557,0.6966,3,0.0223,0,20,0.4893,1.027,0.1435
2024-03-02,21,Kiambu,0.1751,2,0.8643,0.6856,0,0.0025,0,21,0.9301,0.9747,0.1042
2024-03-02,22,Turkana,0.5506,3,0.65,0.2224,1,0.0032,0,22,0.5531,1.0528,0.0691
2024-03-02,23,West Pokot,0.365,6,0.6861,0.3201,1,0.0114,0,23,0.481,1.0046,0.1649
2024-03-02,24,Samburu,0.9728,572,0.6583,0.367,1,0.0138,504,11,0.6105,0.9858,0.0442
2024-03-02,25,Trans-Nzoia,0.1829,3,0.6329,0.6167,1,0.0122,0,25,0.7382,0.9804,0.0903
2024-03-02,26,Uasin Gishu,0.1761,0,0.7495,0.8084,1,0.0145,0,26,0.9175,0.9689,0.1149
2024-03-02,27,Elgeyo Marakwet,0.3898,1,0.5589,0.519,0,0.0,0,27,0.4633,0.984,0.1235
2024-03-02,28,Nandi,0.5884,1572,0.5437,0.6692,2,0.0185,1533,26,0.6311,0.9759,0.1068
2024-03-02,29,Baringo,0.4882,4,0.4455,0.3597,1,0.0125,0,29,0.7376,0.9922,0.0544
2024-03-02,30,Laikipia,0.365,3,0.6943,0.5181,1,0.0102,0,30,0.7302,0.9578,0.0756
2024-03-02,31,Nakuru,0.1882,2,0.739,0.7618,1,0.0116,0,31,0.9424,1.0106,0.1126
2024-03-02,32,Narok,0.3448,2,0.6446,0.418,3,0.0292,0,32,0.4884,1.0436,0.0854
2024-03-02,33,Kajiado,0.3166,1,0.59,0.6393,2,0.0115,0,33,0.6315,0.9987,0.0642
2024-03-02,34,Kericho,0.2357,5,0.6691,0.7172,0,0.0057,0,34,0.5397,0.9823,0.1259
2024-03-02,35,Bomet,0.2,1,0.4376,0.6823,3,0.0336,0,35,0.502,1.0429,0.029
2024-03-02,36,Kakamega,0.3407,3,0.4585,0.5842,0,0.0,0,36,0.5025,0.9706,0.0255
2024-03-02,37,Vihiga,0.2265,5,0.4249,0.6073,6,0.0612,1111,41,0.5922,0.995,0.1298
2024-03-02,38,Bungoma,0.3299,1,0.6609,0.5206,1,0.0104,0,38,0.5119,0.986,0.1075
2024-03-02,39,Busia,0.3574,0,0.4193,0.4363,1,0.0139,0,39,0.6198,0.9701,0.0395
2024-03-02,40,Siaya,0.3942,4,0.4395,0.5978,0,0.0,0,40,0.7306,1.0552,0.1222
2024-03-02,41,Kisumu,0.2644,4,0.8681,0.6945,1,0.0148,0,41,0.8432,1.004,0.0511
2024-03-02,42,Homa Bay,0.3364,0,0.5956,0.4404,2,0.02,0,42,0.5016,1.0103,0.0648
2024-03-02,43,Migori,0.3162,2,0.5191,0.4756,0,0.0,0,43,0.5727,1.0281,0.1086
2024-03-02,44,Kisii,0.3485,3,0.5533,0.5786,1,0.0044,0,44,0.62,1.042,0.1146
2024-03-02,45,Nyamira,0.3053,3,0.5998,0.5481,3,0.0283,0,45,0.681,0.9766,0.0966
2024-03-02,46,Nairobi,0.0783,2,0.8318,0.6772,1,0.0102,0,46,0.8883,0.9601,0.0345
2024-03-03,0,Mombasa,0.2389,1,0.8513,0.8671,1,0.0142,0,0,0.8362,0.9808,0.0519
2024-03-03,1,Kwale,0.5151,4,0.6007,0.4192,2,0.0166,0,1,0.5736,1.0642,0.1327
2024-03-03,2,Kilifi,0.3281,5,0.5541,0.3809,1,0.0118,0,2,0.5087,1.0391,0.1544
2024-03-03,3,Tana River,0.4535,5,0.5192,0.3051,0,0.0,0,3,0.5101,0.9792,0.0444
2024-03-03,4,Lamu,0.3947,4,0.548,0.5886,2,0.0138,0,4,0.6817,0.9941,0.0923
2024-03-03,5,Taita-Taveta,0.3131,6,0.5076,0.6104,1,0.0124,0,5,0.502,0.9863,0.1367
2024-03-03,6,Garissa,0.9624,738,0.6081,0.2819,0,0.0,1393,14,0.6087,1.0258,0.05
2024-03-03,7,Wajir,0.6011,5,0.5449,0.2477,1,0.0093,0,7,0.7059,1.025,0.104
2024-03-03,8,Mandera,0.4953,5,0.4192,0.1984,0,0.0,0,8,0.5388,1.0098,0.0618
2024-03-03,9,Marsabit,0.4464,3,0.4807,0.1712,0,0.0,0,9,0.6597,1.0176,0.1042
2024-03-03,10,Isiolo,0.5156,5,0.6496,0.2715,1,0.0097,0,10,0.4681,0.9777,0.1555
2024-03-03,11,Meru,0.2643,0,0.5689,0.5937,2,0.0194,0,11,0.675,1.0117,0.0692
2024-03-03,12,Tharaka-Nithi,0.2926,4,0.527,0.5337,0,0.0,0,12,0.5045,1.0671,0.141
2024-03-03,13,Embu,0.2284,5,0.7089,0.7008,1,0.0045,0,13,0.6701,1.0038,0.0133
2024-03-03,14,Kitui,0.542,5,0.5462,0.3392,2,0.0155,0,14,0.5559,1.027,0.123
2024-03-03,15,Machakos,0.3362,0,0.6293,0.609,1,0.0103,0,15,0.649,1.0196,0.0519
2024-03-03,16,Makueni,0.373,3,0.4256,0.467,1,0.017,0,16,0.5594,0.9841,0.1111
2024-03-03,17,Nyandarua,0.1699,2,0.6999,0.7343,0,0.0058,0,17,0.5639,1.0259,0.138
2024-03-03,18,Nyeri,0.172,3,0.6538,0.6462,2,0.021,0,18,0.6044,1.017,0.0869
2024-03-03,19,Kirinyaga,0.2042,2,0.4977,0.6795,0,0.0,0,19,0.62,1.0082,0.1882
2024-03-03,20,Murang'a,0.2639,1,0.4653,0.7019,2,0.0223,0,20,0.5047,1.0366,0.1424
2024-03-03,21,Kiambu,0.1812,2,0.8751,0.6995,1,0.0095,0,21,0.941,0.9729,0.0957
2024-03-03,22,Turkana,0.5548,4,0.6598,0.2315,1,0.0118,0,22,0.559,1.06,0.095
2024-03-03,23,West Pokot,0.3652,7,0.6917,0.3377,0,0.0,0,23,0.487,1.0142,0.2013
2024-03-03,24,Samburu,0.9974,632,0.6478,0.3823,6,0.0615,1466,11,0.5597,0.9975,0.101
2024-03-03,25,Trans-Nzoia,0.1767,3,0.6395,0.628,3,0.0318,0,25,0.7387,0.9886,0.0839
2024-03-03,26,Uasin Gishu,0.1962,0,0.7611,0.8165,0,0.0028,0,26,0.9265,0.9714,0.1258
2024-03-03,27,Elgeyo Marakwet,0.401,3,0.5691,0.5329,2,0.0216,0,27,0.4769,0.9947,0.1769
2024-03-03,28,Nandi,0.5928,1638,0.5378,0.6758,2,0.0182,3019,26,0.6406,0.9812,0.1001
2024-03-03,29,Baringo,0.5095,6,0.4506,0.3682,3,0.0371,0,29,0.7471,0.9988,0.0774
2024-03-03,30,Laikipia,0.4014,4,0.6986,0.521,0,0.0045,0,30,0.7382,0.9594,0.0971
2024-03-03,31,Nakuru,0.234,2,0.7518,0.7723,2,0.0235,0,31,0.9449,1.0122,0.106
2024-03-03,32,Narok,0.3377,3,0.6516,0.4234,3,0.0353,0,32,0.4978,1.0533,0.1201
2024-03-03,33,Kajiado,0.3099,1,0.6017,0.6413,1,0.0071,0,33,0.6447,1.0053,0.0817
2024-03-03,34,Kericho,0.2258,7,0.6794,0.7187,1,0.0112,0,34,0.5516,0.9894,0.1108
2024-03-03,35,Bomet,0.202,4,0.4511,0.6913,1,0.0122,0,35,0.5116,1.0501,0.018
2024-03-03,36,Kakamega,0.3447,4,0.4692,0.5936,1,0.0067,0,36,0.5059,0.9789,0.0216
2024-03-03,37,Vihiga,0.2233,5,0.4348,0.6173,1,0.0101,1055,37,0.6043,0.9995,0.1187
2024-03-03,38,Bungoma,0.3221,1,0.6648,0.5212,0,0.0,0,38,0.518,0.9934,0.1261
2024-03-03,39,Busia,0.3445,0,0.4297,0.442,1,0.0151,0,39,0.6221,0.9771,0.0477
2024-03-03,40,Siaya,0.3879,5,0.4484,0.6081,2,0.0129,0,40,0.7399,1.0592,0.1127
2024-03-03,41,Kisumu,0.2652,7,0.8756,0.7012,1,0.0111,0,41,0.8555,1.0041,0.0562
2024-03-03,42,Homa Bay,0.328,2,0.5986,0.4507,2,0.0172,0,42,0.5075,1.0222,0.0798
2024-03-03,43,Migori,0.3079,5,0.526,0.4928,1,0.0109,0,43,0.5807,1.0369,0.1244
2024-03-03,44,Kisii,0.3288,3,0.5581,0.5926,2,0.014,0,44,0.6239,1.0486,0.1167
2024-03-03,45,Nyamira,0.3044,3,0.6067,0.5518,3,0.0316,0,45,0.6871,0.9867,0.0916
2024-03-03,46,Nairobi,0.0677,2,0.8425,0.6948,2,0.0193,0,46,0.894,0.9586,0.0455
2024-03-04,0,Mombasa,0.2439,2,0.8668,0.8715,0,0.0077,0,0,0.8487,0.984,0.0707
2024-03-04,1,Kwale,0.5054,6,0.6057,0.4328,1,0.0067,0,1,0.582,1.0719,0.1275
2024-03-04,2,Kilifi,0.334,6,0.5619,0.3878,2,0.0244,0,2,0.5192,1.0515,0.1577
2024-03-04,3,Tana River,0.4634,7,0.5233,0.3102,0,0.0,0,3,0.5293,0.9879,0.0585
2024-03-04,4,Lamu,0.4111,6,0.5587,0.599,2,0.0249,0,4,0.6942,0.9977,0.0881
2024-03-04,5,Taita-Taveta,0.3061,6,0.5122,0.6191,1,0.0077,0,5,0.5083,0.9961,0.1319
2024-03-04,6,Garissa,0.9781,813,0.602,0.284,1,0.0107,2116,14,0.6198,1.0356,0.0558
2024-03-04,7,Wajir,0.614,9,0.5496,0.26,2,0.0259,0,7,0.7103,1.0299,0.0967
2024-03-04,8,Mandera,0.4782,5,0.4212,0.2111,0,0.0009,0,8,0.5456,1.02,0.0487
2024-03-04,9,Marsabit,0.4578,3,0.4848,0.1769,0,0.0041,0,9,0.6689,1.0245,0.0983
2024-03-04,10,Isiolo,0.5357,5,0.6508,0.2772,1,0.0172,0,10,0.4818,0.9855,0.1841
2024-03-04,11,Meru,0.2913,0,0.5753,0.6045,2,0.0169,0,11,0.6785,1.0147,0.0556
2024-03-04,12,Tharaka-Nithi,0.2744,4,0.5376,0.5461,0,0.0025,0,12,0.5078,1.077,0.153
2024-03-04,13,Embu,0.2273,5,0.7124,0.7156,2,0.0187,0,13,0.6722,1.0086,0.0257
2024-03-04,14,Kitui,0.5594,5,0.5534,0.3521,0,0.0,0,14,0.5604,1.0378,0.1206
2024-03-04,15,Machakos,0.3425,0,0.6354,0.6194,2,0.0128,0,15,0.654,1.025,0.0485
2024-03-04,16,Makueni,0.3761,3,0.4302,0.4807,2,0.0207,0,16,0.5649,0.9924,0.0993
2024-03-04,17,Nyandarua,0.1704,2,0.7129,0.7434,1,0.0168,0,17,0.5665,1.0358,0.1262
2024-03-04,18,Nyeri,0.1811,3,0.6629,0.653,0,0.0008,0,18,0.6093,1.0235,0.0778
2024-03-04,19,Kirinyaga,0.2045,2,0.5088,0.6907,3,0.0273,0,19,0.6297,1.0161,0.1858
2024-03-04,20,Murang'a,0.2579,2,0.4774,0.7119,2,0.0174,0,20,0.515,1.047,0.1429
2024-03-04,21,Kiambu,0.1786,3,0.8794,0.7103,2,0.0226,0,21,0.9475,0.9741,0.0874
2024-03-04,22,Turkana,0.5656,4,0.6679,0.2385,2,0.022,0,22,0.5674,1.0668,0.0779
2024-03-04,23,West Pokot,0.3815,8,0.6955,0.3405,3,0.0311,0,23,0.4965,1.0237,0.2314
2024-03-04,24,Samburu,1.0,708,0.6397,0.3925,0,0.0,1864,11,0.564,1.0074,0.0833
2024-03-04,25,Trans-Nzoia,0.1744,4,0.6474,0.6399,4,0.0431,0,25,0.7502,0.9923,0.1284
2024-03-04,26,Uasin Gishu,0.2137,0,0.7722,0.8321,1,0.0108,0,26,0.9361,0.9735,0.1281
2024-03-04,27,Elgeyo Marakwet,0.4204,4,0.5789,0.5451,1,0.0103,0,27,0.4848,1.0053,0.2104
2024-03-04,28,Nandi,0.5932,1710,0.5351,0.6826,0,0.001,3936,26,0.6536,0.9884,0.131
2024-03-04,29,Baringo,0.5329,6,0.4583,0.3767,1,0.0129,0,29,0.7517,1.002,0.1012
2024-03-04,30,Laikipia,0.4382,5,0.7095,0.5336,1,0.0213,0,30,0.7393,0.9635,0.0921
2024-03-04,31,Nakuru,0.2547,2,0.7635,0.7842,0,0.0024,0,31,0.9514,1.0166,0.1109
2024-03-04,32,Narok,0.323,4,0.6593,0.4363,0,0.0,0,32,0.5059,1.0634,0.1114
2024-03-04,33,Kajiado,0.3039,1,0.6109,0.6517,4,0.0424,0,33,0.651,1.0135,0.1612
2024-03-04,34,Kericho,0.2526,7,0.6886,0.7227,4,0.0409,0,34,0.5602,0.9992,0.1806
2024-03-04,35,Bomet,0.2018,4,0.4593,0.6972,2,0.0188,0,35,0.5245,1.0584,0.0345
2024-03-04,36,Kakamega,0.3559,5,0.4756,0.6032,2,0.0153,0,36,0.5152,0.989,0.0362
2024-03-04,37,Vihiga,0.1998,5,0.4451,0.6305,0,0.0,1002,37,0.6049,1.0069,0.1006
2024-03-04,38,Bungoma,0.3207,1,0.6772,0.529,2,0.0244,0,38,0.5271,1.0036,0.1396
2024-03-04,39,Busia,0.3558,0,0.439,0.4569,1,0.0137,0,39,0.6404,0.9831,0.0379
2024-03-04,40,Siaya,0.3762,5,0.4563,0.6258,2,0.0233,0,40,0.749,1.0664,0.1341
2024-03-04,41,Kisumu,0.2628,7,0.8854,0.7128,1,0.01,0,41,0.854,1.0078,0.083
2024-03-04,42,Homa Bay,0.3228,3,0.6042,0.461,1,0.0142,0,42,0.5189,1.0342,0.0895
2024-03-04,43,Migori,0.3003,6,0.537,0.5058,5,0.0506,0,43,0.59,1.0471,0.2005
2024-03-04,44,Kisii,0.3142,4,0.566,0.599,1,0.009,0,44,0.6314,1.0586,0.129
2024-03-04,45,Nyamira,0.3023,4,0.6168,0.5557,2,0.0136,0,45,0.6978,0.9945,0.101
2024-03-04,46,Nairobi,0.072,2,0.8519,0.704,3,0.0311,0,46,0.8992,0.9593,0.0382
2024-03-05,0,Mombasa,0.2538,3,0.8758,0.8757,3,0.0325,0,0,0.8474,0.9841,0.0829
2024-03-05,1,Kwale,0.4918,6,0.6122,0.4501,0,0.0041,0,1,0.586,1.0804,0.139
2024-03-05,2,Kilifi,0.3432,6,0.5679,0.4001,1,0.0133,0,2,0.5376,1.0601,0.1696
2024-03-05,3,Tana River,0.4797,7,0.5269,0.3206,1,0.0026,0,3,0.5296,0.9952,0.0785
2024-03-05,4,Lamu,0.4045,6,0.5707,0.6117,2,0.0213,0,4,0.7045,1.0021,0.0925
2024-03-05,5,Taita-Taveta,0.3142,6,0.522,0.629,0,0.0,0,5,0.5167,1.0071,0.1289
2024-03-05,6,Garissa,1.0,897,0.6059,0.2935,2,0.0222,3098,14,0.6297,1.0453,0.0751
2024-03-05,7,Wajir,0.6301,10,0.5554,0.2705,3,0.0232,0,7,0.7175,1.0384,0.0885
2024-03-05,8,Mandera,0.476,5,0.4242,0.2196,1,0.0146,0,8,0.5557,1.0293,0.0714
2024-03-05,9,Marsabit,0.4796,3,0.4885,0.1885,3,0.0288,0,9,0.685,1.028,0.1047
2024-03-05,10,Isiolo,0.5639,7,0.6568,0.293,4,0.0445,0,10,0.4861,0.9961,0.2715
2024-03-05,11,Meru,0.3263,0,0.5842,0.616,1,0.0151,0,11,0.692,1.0192,0.0712
2024-03-05,12,Tharaka-Nithi,0.2716,4,0.5491,0.5573,4,0.0336,0,12,0.5125,1.0887,0.195
2024-03-05,13,Embu,0.231,6,0.721,0.7216,1,0.0047,0,13,0.6735,1.0165,0.031
2024-03-05,14,Kitui,0.5536,6,0.5626,0.3593,2,0.0178,0,14,0.5678,1.0486,0.1115
2024-03-05,15,Machakos,0.3491,1,0.6476,0.6281,3,0.0296,0,15,0.6581,1.0303,0.0543
2024-03-05,16,Makueni,0.3925,5,0.4377,0.4958,1,0.0077,0,16,0.5739,0.9994,0.1062
2024-03-05,17,Nyandarua,0.1589,2,0.7243,0.7518,1,0.0074,0,17,0.5773,1.0466,0.1223
2024-03-05,18,Nyeri,0.1756,4,0.6737,0.668,2,0.0141,0,18,0.6179,1.0283,0.0693
2024-03-05,19,Kirinyaga,0.1851,2,0.5225,0.7046,3,0.0334,0,19,0.6332,1.0247,0.205
2024-03-05,20,Murang'a,0.2513,3,0.488,0.7247,2,0.0203,0,20,0.5235,1.0568,0.1269
2024-03-05,21,Kiambu,0.1764,3,0.8891,0.7167,2,0.0153,0,21,0.9503,0.9778,0.0962
2024-03-05,22,Turkana,0.5701,7,0.6694,0.2413,2,0.0181,0,22,0.5747,1.0765,0.0643
2024-03-05,23,West Pokot,0.3759,9,0.7024,0.354,4,0.0372,0,23,0.4972,1.0366,0.3204
2024-03-05,24,Samburu,1.0,791,0.6321,0.4007,1,0.016,2380,11,0.5763,1.0173,0.0998
2024-03-05,25,Trans-Nzoia,0.1705,5,0.6558,0.6543,2,0.019,0,25,0.7604,0.996,0.1317
2024-03-05,26,Uasin Gishu,0.2361,1,0.78,0.8432,1,0.0075,0,26,0.9426,0.974,0.1329
2024-03-05,27,Elgeyo Marakwet,0.4322,5,0.5878,0.5578,0,0.0,0,27,0.4923,1.0184,0.2493
2024-03-05,28,Nandi,0.6102,1784,0.5323,0.6922,1,0.0148,5122,26,0.626,0.9974,0.1492
2024-03-05,29,Baringo,0.5456,8,0.4672,0.3877,2,0.0205,0,29,0.7583,1.0054,0.1118
2024-03-05,30,Laikipia,0.4673,6,0.7211,0.5438,2,0.0157,0,30,0.7398,0.9688,0.1128
2024-03-05,31,Nakuru,0.2806,2,0.7771,0.7987,1,0.012,0,31,0.96,1.0167,0.1135
2024-03-05,32,Narok,0.3199,4,0.6642,0.4436,0,0.0039,0,32,0.5142,1.0718,0.1068
2024-03-05,33,Kajiado,0.2865,1,0.6234,0.6618,5,0.0514,0,33,0.6668,1.0227,0.1925
2024-03-05,34,Kericho,0.272,7,0.6978,0.73,1,0.0111,0,34,0.5628,1.0074,0.1728
2024-03-05,35,Bomet,0.2072,4,0.4731,0.7056,1,0.0151,0,35,0.5326,1.0672,0.0591
2024-03-05,36,Kakamega,0.3759,7,0.4839,0.6032,2,0.0205,0,36,0.5239,1.0017,0.0484
2024-03-05,37,Vihiga,0.1982,5,0.4529,0.6486,0,0.0041,951,37,0.6127,1.0147,0.1229
2024-03-05,38,Bungoma,0.3168,3,0.6888,0.5383,3,0.0308,0,38,0.5415,1.0131,0.1486
2024-03-05,39,Busia,0.3617,0,0.443,0.4762,1,0.015,0,39,0.6511,0.9932,0.0599
2024-03-05,40,Siaya,0.3649,6,0.4714,0.6344,2,0.0177,0,40,0.7545,1.073,0.1476
2024-03-05,41,Kisumu,0.2477,7,0.8961,0.7258,0,0.0,0,41,0.8631,1.0104,0.0919
2024-03-05,42,Homa Bay,0.3192,4,0.6091,0.4707,2,0.018,0,42,0.5277,1.0431,0.0832
2024-03-05,43,Migori,0.3014,6,0.5444,0.514,3,0.0287,0,43,0.6027,1.0553,0.2147
2024-03-05,44,Kisii,0.3056,4,0.58,0.6057,5,0.05,0,44,0.6325,1.0639,0.166
2024-03-05,45,Nyamira,0.2874,4,0.6223,0.5621,0,0.0039,0,45,0.7108,0.9992,0.0873
2024-03-05,46,Nairobi,0.0851,3,0.8638,0.71,0,0.0031,0,46,0.9114,0.9609,0.049
2024-03-06,0,Mombasa,0.267,3,0.8928,0.8889,0,0.003,0,0,0.8528,0.9868,0.0869
2024-03-06,1,Kwale,0.4847,7,0.6202,0.46,4,0.0402,0,1,0.5915,1.0877,0.1799
2024-03-06,2,Kilifi,0.3693,7,0.5733,0.4111,1,0.0133,0,2,0.5452,1.0721,0.1576
2024-03-06,3,Tana River,0.4828,8,0.538,0.3295,0,0.0,0,3,0.5374,1.0054,0.0782
2024-03-06,4,Lamu,0.403,8,0.5814,0.6256,4,0.0425,0,4,0.714,1.0063,0.1296
2024-03-06,5,Taita-Taveta,0.3248,6,0.5296,0.6375,1,0.0067,0,5,0.525,1.0147,0.1215
2024-03-06,6,Garissa,1.0,1002,0.6038,0.3054,1,0.0078,3849,14,0.6405,1.0513,0.0801
